Unnamed: 0,Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,power_per_rpm,torque_per_rpm,Age
1596,Chevrolet,229999,41215,Diesel,Manual,Hyderabad,Silver,First,Individual,936.0,FWD,3640.0,1595.0,1520.0,5.0,35.0,0.0145,0.0857142857142857,11
170,Hyundai,560000,75210,Diesel,Manual,Ahmedabad,White,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,0.02225,0.1466666666666666,6
702,Honda,950000,39000,Diesel,Automatic,Ludhiana,White,First,Individual,1498.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.0219444444444444,0.0914285714285714,2
252,Tata,890000,7500,Petrol,Manual,Mumbai,White,First,Individual,1199.0,FWD,3827.0,1742.0,1615.0,5.0,37.0,0.014,0.0342424242424242,0
911,Hyundai,545000,28000,Petrol,Manual,Kharar,White,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,3
1465,BMW,3400000,11000,Diesel,Automatic,Delhi,Black,First,Individual,1995.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,0.046,0.2,3
602,Maruti Suzuki,450000,75000,Petrol,Manual,Kanpur,White,First,Other,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.0138333333333333,0.02875,5
2013,Maruti Suzuki,590000,86000,Diesel,Manual,Coimbatore,White,First,Individual,1248.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.0185,0.095,8
1584,Mahindra,1090000,144933,Diesel,Manual,Nashik,White,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.0368,0.20625,5
971,Hyundai,645000,45000,Petrol,Manual,Delhi,White,First,Individual,1591.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,0.0192063492063492,0.0376190476190476,6
260,Toyota,1750000,72000,Diesel,Automatic,Jaipur,Black,Second,Individual,2982.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,0.0469444444444444,0.245,7
322,Maruti Suzuki,325000,67738,Other,Manual,Delhi,White,Second,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.0093548387096774,0.022,7
867,Skoda,425000,57000,Petrol,Automatic,Delhi,White,Second,Individual,1598.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,0.0196190476190476,0.0402631578947368,9
1118,Maruti Suzuki,525000,102000,Petrol,Manual,Salem,Grey,Second,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.0141666666666666,0.0285,8
635,BMW,2600000,41000,Diesel,Automatic,Hyderabad,Blue,First,Individual,1995.0,FWD,4439.0,1821.0,1612.0,5.0,51.0,0.047,0.2285714285714285,5
473,Mahindra,615000,69000,Diesel,Automatic,Delhi,Black,First,Individual,1493.0,RWD,3995.0,1835.0,1839.0,7.0,60.0,0.0266666666666666,0.15,5
629,Hyundai,565000,68000,Diesel,Manual,Lucknow,White,First,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.032,0.1368421052631579,8
351,Mahindra,1700000,3813,Petrol,Manual,Chennai,Red,First,Individual,1997.0,AWD,3985.0,1820.0,1855.0,4.0,57.0,0.03,0.24,1
709,Toyota,1050000,1910,Petrol,Automatic,Varanasi,White,First,Individual,1462.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.0171666666666666,0.0313636363636363,1
931,Volkswagen,350000,111000,Diesel,Manual,Ambala Cantt,Blue,Second,Individual,1199.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,0.0176190476190476,0.09,8
1087,Audi,4000000,66000,Diesel,Automatic,Chennai,White,First,Individual,,,,,,,,,,4
1720,Hyundai,650000,100000,Petrol,Manual,Hyderabad,Grey,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.0136666666666666,0.02875,6
83,BMW,2990000,34000,Diesel,Automatic,Delhi,White,First,Other,1995.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,0.046,0.2,4
664,Mercedes-Benz,1850000,37600,Diesel,Automatic,Pune,Red,First,Individual,2143.0,FWD,4299.0,1780.0,1433.0,4.0,50.0,0.0372222222222222,0.2142857142857142,6
457,Maruti Suzuki,685000,92000,Diesel,Automatic,Ludhiana,White,First,Individual,1248.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,0.0185,0.095,4
1609,Hyundai,1123000,80000,Diesel,Automatic,Bangalore,Silver,First,Individual,1582.0,FWD,4440.0,1729.0,1475.0,5.0,45.0,0.0315,0.1733333333333333,5
357,Maruti Suzuki,535000,4295,Petrol,Manual,Samastipur,Silver,First,Individual,998.0,FWD,3636.0,1475.0,1670.0,5.0,35.0,0.0108064516129032,0.0257142857142857,2
254,Hyundai,445000,22402,Petrol,Manual,Mumbai,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,6
161,Hyundai,1475000,9576,Petrol,Automatic,Bangalore,White,First,Individual,1591.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,0.0190625,0.0311340206185567,3
1140,Maruti Suzuki,825000,81300,Diesel,Manual,Ludhiana,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.1142857142857142,3
1238,Kia,1499000,22000,Diesel,Automatic,Mumbai,Red,First,Individual,1493.0,FWD,3995.0,1790.0,1647.0,5.0,45.0,0.02825,0.1666666666666666,1
1599,Maruti Suzuki,1011000,74179,Diesel,Automatic,Mumbai,Silver,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.1142857142857142,3
19,Hyundai,740000,60125,Petrol,Manual,Delhi,Silver,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0190625,0.0317525773195876,6
1719,Honda,525000,18800,Petrol,Manual,Mumbai,Grey,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,0.0148333333333333,0.0229166666666666,6
485,Land Rover,2150000,95000,Diesel,Automatic,Coimbatore,White,First,Individual,2179.0,AWD,4355.0,2120.0,1635.0,5.0,57.0,0.0542857142857142,0.24,10
263,Audi,2475000,38000,Diesel,Automatic,Delhi,Red,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.0525714285714285,0.2171428571428571,4
1950,Maruti Suzuki,994999,27900,Petrol,Manual,Mumbai,Brown,First,Individual,1462.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,0.0171666666666666,0.0313636363636363,3
167,Hyundai,550000,61400,Petrol,Manual,Aurangabad,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,5
295,Maruti Suzuki,189000,19759,Petrol,Manual,Chennai,Blue,First,Individual,796.0,,3495.0,1475.0,1460.0,5.0,35.0,,,14
1318,Maruti Suzuki,695000,68921,Diesel,Manual,Hyderabad,Red,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.0185,0.095,6
584,Ford,3250000,34000,Diesel,Automatic,Chennai,White,First,Individual,3198.0,AWD,4903.0,1869.0,1837.0,7.0,80.0,0.0656666666666666,0.2685714285714285,3
549,Mercedes-Benz,4200000,77000,Diesel,Automatic,Chennai,Black,Second,Individual,2987.0,AWD,5120.0,1934.0,1850.0,7.0,100.0,0.0716666666666666,0.386875,7
969,Honda,1530000,2000,Petrol,Automatic,Delhi,Grey,First,Individual,1498.0,FWD,4549.0,1748.0,1489.0,5.0,40.0,0.018030303030303,0.0337209302325581,0
100,Toyota,493000,28732,Petrol,Manual,Zirakpur,Silver,First,Individual,1798.0,FWD,4540.0,1760.0,1480.0,5.0,55.0,0.0215625,0.04325,10
1516,Honda,790000,63088,Petrol,Manual,Jaipur,White,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.0177272727272727,0.0315217391304347,6
592,Ford,585000,62591,Diesel,Manual,Mumbai,Silver,First,Individual,1498.0,FWD,3998.0,1765.0,1647.0,5.0,52.0,0.0264,0.1171428571428571,6
1292,Toyota,1375000,98352,Diesel,Manual,Patna,White,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,0.0469444444444444,0.245,10
84,Maruti Suzuki,615000,36058,Petrol,Manual,Mumbai,Silver,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.0138333333333333,0.02875,5
1184,Hyundai,385000,46000,Petrol,Manual,Hyderabad,Maroon,First,Individual,1197.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,0.0138333333333333,0.199,8
519,Maruti Suzuki,150000,65000,Petrol,Manual,Lucknow,White,First,Individual,796.0,,3495.0,1475.0,1460.0,5.0,35.0,,,11
456,MINI,1489000,81000,Diesel,Automatic,Panvel,Other,Second,Individual,1995.0,FWD,4097.0,1789.0,1561.0,5.0,47.0,,0.1542857142857142,8
1775,Volvo,1950000,79000,Diesel,Automatic,Ahmedabad,White,First,Individual,2400.0,AWD,4644.0,1891.0,1713.0,5.0,70.0,0.05375,0.2933333333333333,6
2034,Maruti Suzuki,275000,65000,Diesel,Manual,Allahabad,White,First,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.0185,0.095,11
1652,Mercedes-Benz,4100000,9000,Petrol,Automatic,Chennai,Blue,First,Individual,1332.0,FWD,4549.0,1796.0,1446.0,5.0,43.0,0.0292727272727272,0.1543209876543209,1
768,Hyundai,650000,37003,Petrol,Manual,Bangalore,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,2
1883,Audi,1450000,71796,Diesel,Automatic,Bangalore,Blue,Third,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.0414285714285714,0.2171428571428571,8
578,Volkswagen,625000,68000,Petrol,Automatic,Delhi,White,First,Individual,1197.0,FWD,3971.0,1682.0,1469.0,5.0,45.0,0.0206,0.1166666666666666,6
547,Honda,450000,61000,Petrol,Manual,Delhi,Maroon,First,Individual,1497.0,FWD,4440.0,1695.0,1485.0,5.0,42.0,0.0175757575757575,0.0304166666666666,9
1342,Audi,3300000,25000,Diesel,Automatic,Chennai,Brown,Second,Individual,2967.0,AWD,5089.0,1983.0,1737.0,6.0,100.0,0.0634210526315789,0.3142857142857143,8
1343,Hyundai,405000,34000,Petrol,Manual,Hyderabad,Red,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,0.01,0.01875,4
293,Tata,565000,100472,Diesel,Manual,Ranchi,White,First,Individual,1948.0,,4810.0,1918.0,1925.0,7.0,65.0,,,8
1909,Hyundai,860000,57983,Petrol,Manual,Mumbai,White,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0190625,0.0317525773195876,6
726,Mercedes-Benz,6225000,42079,Diesel,Automatic,Pune,Silver,First,Individual,2987.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,0.075,0.3875,3
1123,Maruti Suzuki,750000,65000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,0.0185,0.095,4
1733,Honda,250000,72256,Petrol,Manual,Navi Mumbai,Black,First,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,,,13
804,Audi,1390000,69500,Diesel,Automatic,Ahmedabad,Blue,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.0414285714285714,0.2171428571428571,10
1346,Maruti Suzuki,355000,68005,Petrol,Manual,Ranchi,White,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.0141666666666666,0.0285,8
415,Toyota,1995000,35123,Diesel,Manual,Patna,White,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,8.0,55.0,0.0435294117647058,0.245,4
1261,Land Rover,4950000,38000,Diesel,Automatic,Thane,White,First,Individual,1999.0,AWD,4600.0,2173.0,1690.0,7.0,65.0,0.04425,0.2457142857142857,4
1935,Tata,750000,33000,Petrol,Manual,Delhi,Silver,First,Individual,1198.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,0.0216,0.0971428571428571,3
1132,Honda,580000,39000,Petrol,Manual,Guwahati,White,First,Other,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,0.0148333333333333,0.0229166666666666,5
770,Maruti Suzuki,545000,53000,Petrol,Manual,Jalandhar,White,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.0138333333333333,0.02875,6
743,Mercedes-Benz,3900000,33000,Diesel,Automatic,Delhi,Other,First,Individual,1950.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.0505263157894736,0.25,3
1413,Hyundai,900000,23000,Petrol,Manual,Haldwani,Brown,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,0.0196666666666666,0.1146666666666666,2
988,Hyundai,640000,49000,Diesel,Manual,Mumbai,White,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,7
1897,Honda,1130000,50000,Petrol,Automatic,Mumbai,Brown,First,Individual,1997.0,FWD,4545.0,1820.0,1685.0,5.0,58.0,0.0236923076923076,0.0441860465116279,7
1320,Volkswagen,325000,53000,Petrol,Manual,Meerut,Red,Second,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,0.0137037037037037,0.0293333333333333,9
1422,Maruti Suzuki,800000,52836,Diesel,Manual,Ahmedabad,Blue,First,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,0.0314666666666666,0.1828571428571428,5
673,Honda,628000,53848,Petrol,Manual,Delhi,Maroon,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.0148333333333333,0.0229166666666666,4
698,Mercedes-Benz,2450000,25000,Diesel,Automatic,Mumbai,White,Second,Individual,2143.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,0.0372222222222222,0.1875,5
1666,Volkswagen,625000,55000,Petrol,Manual,Pune,Other,First,Individual,1198.0,FWD,3995.0,1682.0,1483.0,5.0,45.0,0.0137037037037037,0.0293333333333333,5
2058,Mahindra,670000,72000,Diesel,Manual,Guwahati,White,First,Individual,1493.0,RWD,3995.0,1745.0,1880.0,7.0,,0.0194444444444444,0.1392857142857143,5
1190,Hyundai,585000,47000,Petrol,Manual,Delhi,Grey,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.0136666666666666,0.02875,5
1278,Skoda,3200000,35000,Diesel,Automatic,Pune,White,First,Individual,,,4697.0,1882.0,1665.0,7.0,63.0,,,4
1431,Toyota,1989999,55000,Diesel,Manual,Pune,Other,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.0435294117647058,0.245,4
1405,Maruti Suzuki,330000,63200,Other,Manual,Pimpri-Chinchwad,Grey,First,Individual,998.0,FWD,3545.0,1490.0,1475.0,4.0,60.0,0.0096666666666666,0.0222857142857142,5
993,Ford,465000,89000,Diesel,Manual,Jaipur,Other,Second,Individual,1498.0,FWD,3886.0,1695.0,1525.0,5.0,40.0,0.0264,0.1228571428571428,7
1165,Maruti Suzuki,650000,6000,Petrol,Manual,Delhi,White,First,Individual,1197.0,FWD,3845.0,1735.0,1530.0,5.0,37.0,0.0148333333333333,0.0256818181818181,0
1496,Lexus,5200000,14000,Other,Automatic,Delhi,Blue,First,Individual,2487.0,FWD,4975.0,1865.0,1445.0,5.0,50.0,0.0308771929824561,0.0613888888888888,2
913,Mercedes-Benz,4200000,77000,Diesel,Automatic,Pune,White,First,Individual,2143.0,AWD,4656.0,1890.0,1639.0,5.0,66.0,0.056,0.2857142857142857,5
183,Ford,699000,75000,Diesel,Manual,Mumbai,Grey,First,Individual,1498.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,0.0264,0.1171428571428571,5
517,Hyundai,300000,51000,Petrol,Manual,Kanpur,White,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,0.01,0.01875,4
834,Maruti Suzuki,685000,58146,Petrol,Manual,Bangalore,Red,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.0138333333333333,0.02875,5
878,Honda,595000,80000,Petrol,Automatic,Delhi,Grey,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,0.0148333333333333,0.0229166666666666,6
983,Hyundai,1425000,72870,Diesel,Automatic,Mumbai,White,First,Other,1582.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,0.0315,0.1733333333333333,4
1658,Mahindra,1080000,52000,Diesel,Manual,Lucknow,White,First,Individual,1497.0,FWD,3995.0,1821.0,1627.0,5.0,42.0,0.0306666666666666,0.2,2
568,Audi,1850000,71700,Diesel,Automatic,Navi Mumbai,White,Second,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.0414285714285714,0.2171428571428571,7
950,Audi,2900000,15529,Diesel,Automatic,Mumbai,White,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.0402857142857142,0.1828571428571428,3
1788,Maruti Suzuki,621000,72000,Diesel,Manual,Mumbai,Blue,First,Individual,1248.0,FWD,4265.0,1695.0,1685.0,7.0,45.0,0.02225,0.1142857142857142,9
1464,BMW,2385000,22120,Diesel,Automatic,Delhi,White,First,Individual,1995.0,FWD,4439.0,1821.0,1612.0,5.0,51.0,0.047,0.2285714285714285,5
639,Tata,1275000,18000,Other,Automatic,Hyderabad,Grey,First,Individual,,FWD,3993.0,1677.0,1532.0,5.0,,,,1
1293,Hyundai,235000,107000,Petrol,Manual,Coimbatore,Grey,Third,Individual,1086.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,,,13
184,Audi,2450000,48600,Diesel,Automatic,Nashik,Blue,Second,Individual,2967.0,AWD,5089.0,1983.0,1737.0,6.0,100.0,0.0634210526315789,0.3142857142857143,8
309,Volkswagen,290000,125000,Diesel,Manual,Jamshedpur,Silver,First,Individual,,,,,,,,,,8
198,Maruti Suzuki,560000,37000,Diesel,Manual,Salem,Other,First,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.0185,0.095,9
1876,Maruti Suzuki,280000,69276,Petrol,Manual,Hyderabad,Other,First,Individual,998.0,FWD,3620.0,1475.0,1460.0,5.0,35.0,0.0108064516129032,0.0257142857142857,11
1286,Maruti Suzuki,340000,52303,Petrol,Manual,Bhopal,Grey,First,Other,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.0078333333333333,0.0197142857142857,6
1844,Skoda,500000,86288,Diesel,Manual,Hyderabad,Black,First,Individual,1598.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,0.0234090909090909,0.1666666666666666,10
2032,Land Rover,8900000,88000,Petrol,Automatic,Mumbai,White,First,Individual,1997.0,AWD,4797.0,2032.0,1665.0,5.0,,0.0449090909090909,0.2433333333333333,2
1646,Tata,850000,65000,Diesel,Manual,Patna,White,First,Individual,2179.0,RWD,4788.0,1903.0,1791.0,7.0,60.0,0.0385,0.2352941176470588,4
1468,Honda,325000,56000,Petrol,Automatic,Delhi,Other,First,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,,,12
1244,Maruti Suzuki,280000,48000,Petrol,Manual,Kanpur,Silver,Second,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.0078333333333333,0.0197142857142857,4
1296,Lexus,4375000,31059,Petrol,Automatic,Bangalore,Brown,First,Individual,2494.0,RWD,4915.0,1820.0,1450.0,5.0,65.0,0.035438596491228,0.0473333333333333,5
389,Toyota,575000,82000,Petrol,Manual,Varanasi,Other,Other,Individual,1998.0,,4555.0,1770.0,1755.0,8.0,55.0,,,9
1611,BMW,5250000,21000,Diesel,Automatic,Chennai,Blue,First,Individual,2993.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,0.0645,0.3733333333333333,4
814,Hyundai,250000,75431,Petrol,Manual,Mumbai,Grey,First,Individual,,,,,,,,,,11
159,Hyundai,490000,23103,Petrol,Manual,Udupi,White,First,Individual,1197.0,FWD,3995.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,7
1071,Mercedes-Benz,2250000,85000,Diesel,Automatic,Delhi,White,Second,Individual,2143.0,AWD,4804.0,2141.0,1796.0,5.0,70.0,0.0483333333333333,0.3125,8
790,Maruti Suzuki,715000,31552,Petrol,Automatic,Mumbai,Brown,First,Individual,1197.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,0.0136666666666666,0.0269047619047619,3
166,Renault,490000,98000,Diesel,Manual,Jamshedpur,White,Second,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,0.0224,0.1052631578947368,7
1523,Ford,3650000,34000,Diesel,Automatic,Delhi,Black,First,Individual,3198.0,AWD,4892.0,1860.0,1837.0,7.0,80.0,0.0656666666666666,0.2685714285714285,3
1729,Honda,425000,75000,Diesel,Manual,Amritsar,Brown,First,Individual,1498.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,0.0275,0.1142857142857142,8
1608,Honda,475000,72000,Petrol,Automatic,Delhi,Other,First,Individual,2354.0,FWD,4950.0,1845.0,1475.0,5.0,70.0,0.0273846153846153,0.0516279069767441,11
681,Jaguar,3750000,13500,Diesel,Automatic,Delhi,Silver,Second,Individual,1999.0,RWD,5067.0,2091.0,1457.0,5.0,66.0,0.04425,0.2457142857142857,3
610,Honda,400000,50000,Petrol,Manual,Kolkata,Red,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,0.0148333333333333,0.0229166666666666,6
623,Mahindra,2540000,18000,Diesel,Automatic,Delhi,White,First,Individual,2184.0,FWD,4695.0,1890.0,1755.0,7.0,60.0,0.052,0.2571428571428571,0
1537,Ford,850000,28000,Diesel,Manual,Mumbai,White,First,Individual,1498.0,FWD,3998.0,1765.0,1647.0,5.0,52.0,0.0264,0.1171428571428571,3
1722,Hyundai,1750000,14000,Diesel,Manual,Chennai,Black,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,1
1375,Mahindra,2770000,32000,Diesel,Automatic,Faridabad,Black,First,Individual,2157.0,AWD,4850.0,1960.0,1845.0,7.0,70.0,0.0445,0.2625,3
1678,BMW,1600000,80000,Diesel,Automatic,Delhi,Blue,Second,Individual,2993.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,0.0645,0.3733333333333333,9
1045,Maruti Suzuki,725000,75793,Diesel,Manual,Navi Mumbai,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.1142857142857142,5
1820,Maruti Suzuki,570000,13000,Petrol,Manual,Delhi,Silver,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.0138333333333333,0.02875,3
1334,Volkswagen,345000,101923,Petrol,Manual,Bangalore,White,Second,Individual,,,,,,,,,,11
536,Maruti Suzuki,710000,72000,Diesel,Manual,Lucknow,Blue,First,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,0.0314666666666666,0.1828571428571428,4
791,Maruti Suzuki,380000,70000,Petrol,Automatic,Ahmedabad,Grey,First,Individual,998.0,FWD,3636.0,1475.0,1670.0,5.0,35.0,0.0108064516129032,0.0257142857142857,6
594,Maruti Suzuki,795000,52245,Diesel,Manual,Pune,Brown,First,Individual,1248.0,FWD,4300.0,1785.0,1595.0,5.0,48.0,0.02225,0.1142857142857142,5
1089,Hyundai,395000,28000,Petrol,Manual,Mumbai,Maroon,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.0131666666666666,1.90475,6
1805,Toyota,1421000,75000,Diesel,Manual,Varanasi,White,Second,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.0435294117647058,0.245,5
460,Maruti Suzuki,545000,10340,Petrol,Manual,Delhi,White,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.0108064516129032,0.0257142857142857,3
1753,Renault,1000000,4000,Petrol,Automatic,Hyderabad,White,Second,Individual,999.0,FWD,3991.0,1750.0,1605.0,5.0,40.0,0.01136,0.0274285714285714,0
272,Renault,299000,26000,Petrol,Manual,Mumbai,Brown,First,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.0121818181818181,0.0214117647058823,6
200,BMW,2975000,86999,Diesel,Automatic,Mohali,Other,First,Individual,2993.0,AWD,4886.0,1938.0,1762.0,5.0,,0.0645,0.3733333333333333,7
311,Volvo,1200000,50965,Diesel,Automatic,Kolkata,White,First,Other,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,0.0428571428571428,0.2333333333333333,7
1052,Porsche,9000000,27000,Petrol,Automatic,Hyderabad,Red,First,Other,1984.0,AWD,4696.0,1923.0,1624.0,5.0,65.0,0.0496,0.23125,3
1734,Audi,2950000,17300,Diesel,Automatic,Bangalore,Red,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.0402857142857142,0.1828571428571428,4
1188,Maruti Suzuki,910000,34000,Petrol,Manual,Delhi,Blue,First,Individual,1462.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.0171666666666666,0.0313636363636363,3
581,Mercedes-Benz,5950000,10000,Diesel,Automatic,Chennai,White,First,Individual,1950.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,0.0505263157894736,0.25,3
1023,Hyundai,650000,58100,Petrol,Manual,Lucknow,White,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.0136666666666666,0.02875,2
1121,Hyundai,595000,25000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,3
937,Hyundai,275000,45000,Petrol,Manual,Delhi,White,First,Individual,,,,,,,,,,11
1017,MG,1875000,10000,Petrol,Automatic,Faridabad,Red,First,Individual,1451.0,FWD,4720.0,1835.0,1760.0,6.0,60.0,0.0282,0.15625,1
2057,BMW,4290000,60474,Diesel,Automatic,Coimbatore,White,First,Individual,1995.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,0.047,0.2285714285714285,4
1154,Toyota,11500000,4000,Other,Automatic,Delhi,Black,First,Individual,2494.0,AWD,4935.0,1850.0,1895.0,7.0,58.0,0.0244680851063829,0.0707142857142857,0
836,Toyota,300000,75000,Diesel,Manual,Kanpur,Silver,Second,Individual,1364.0,FWD,4265.0,1695.0,1510.0,5.0,45.0,0.0188888888888888,0.0708333333333333,9
402,Volvo,1595000,44000,Diesel,Automatic,Mumbai,Blue,First,Individual,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,0.0428571428571428,0.2333333333333333,7
1957,Toyota,1950000,54000,Petrol,Automatic,Mumbai,Silver,First,Individual,2694.0,RWD,4735.0,1830.0,1795.0,7.0,65.0,0.0315384615384615,0.06125,4
1391,Toyota,944999,65321,Diesel,Manual,Patna,White,First,Individual,2494.0,RWD,4585.0,1765.0,1760.0,8.0,55.0,0.0280555555555555,0.1666666666666666,6
1120,Hyundai,215000,20000,Petrol,Manual,Mumbai,Grey,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,0.01,0.01875,10
352,Maruti Suzuki,525000,64928,Petrol,Manual,Mumbai,Red,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.0138333333333333,0.02875,6
1918,Ford,2000000,93000,Diesel,Automatic,Ahmedabad,White,First,Individual,3198.0,AWD,4892.0,1860.0,1837.0,7.0,80.0,0.0656666666666666,0.2685714285714285,5
1890,Mercedes-Benz,20000000,6600,Petrol,Automatic,Delhi,White,First,Individual,2996.0,RWD,5246.0,1899.0,1494.0,5.0,80.0,0.0689523809523809,0.2777777777777778,1
