,Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,power_per_rpm,torque_per_rpm,Age
1157,Honda,835000,42855,Petrol,Manual,Pune,Brown,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,4
1158,Renault,960000,24000,Diesel,Manual,Bangalore,Brown,First,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,0.0224,0.10526315789473684,4
1159,Maruti Suzuki,540000,34000,Petrol,Manual,Chennai,White,First,Individual,998.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,0.011166666666666667,0.025714285714285714,3
1160,Kia,1475000,9500,Petrol,Manual,Delhi,White,First,Individual,1497.0,FWD,4315.0,1800.0,1637.0,5.0,50.0,0.017936507936507938,0.032,0
1161,Jaguar,3600000,32000,Diesel,Automatic,Pune,Brown,Second,Individual,2993.0,RWD,5252.0,1899.0,1457.0,5.0,83.0,0.06775,0.3,8
1162,Hyundai,1175000,97000,Diesel,Manual,Jaipur,White,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,4
1163,Hyundai,475000,72900,Petrol,Automatic,Mumbai,Blue,Second,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.019206349206349206,0.03761904761904762,8
1164,Audi,9900000,28000,Petrol,Automatic,Hyderabad,Silver,First,Individual,2995.0,AWD,4986.0,1995.0,1705.0,5.0,85.0,0.067,0.36496350364963503,1
1165,Maruti Suzuki,650000,6000,Petrol,Manual,Delhi,White,First,Individual,1197.0,FWD,3845.0,1735.0,1530.0,5.0,37.0,0.014833333333333334,0.02568181818181818,0
1166,BMW,6100000,24500,Diesel,Automatic,Mumbai,Red,First,Other,2993.0,AWD,4752.0,1918.0,1621.0,5.0,68.0,0.065,0.31,1
1167,Hyundai,370000,41000,Petrol,Automatic,Pune,White,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.013166666666666667,1.90475,9
1168,Honda,875000,50000,Petrol,Manual,Patna,Silver,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,4
1169,Maruti Suzuki,695000,66000,Diesel,Automatic,Warangal,Red,First,Individual,1248.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,0.0185,0.095,4
1170,Tata,2275000,38000,Diesel,Automatic,Mumbai,Black,First,Individual,1956.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,0.0448,0.2,0
1171,Jeep,2700000,17000,Petrol,Automatic,Delhi,Blue,First,Individual,1368.0,FWD,4405.0,1818.0,1640.0,5.0,60.0,0.029272727272727273,0.1,1
1172,Hyundai,545000,74000,Diesel,Manual,Mohali,Grey,First,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,8
1173,Maruti Suzuki,540000,22000,Petrol,Manual,Gorakhpur,White,First,Individual,,,3655.0,1620.0,1675.0,5.0,32.0,,,1
1174,Skoda,1099000,20690,Petrol,Automatic,Bangalore,Red,First,Individual,1598.0,FWD,4413.0,1699.0,1466.0,5.0,55.0,0.02,0.0408,4
1175,Hyundai,1125000,40000,Diesel,Manual,Ludhiana,White,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,3
1176,Hyundai,1299000,50000,Petrol,Automatic,Mumbai,White,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0190625,0.03175257731958763,4
1177,BMW,1600000,70000,Diesel,Automatic,Mumbai,White,Second,Individual,1995.0,RWD,4899.0,2094.0,1464.0,5.0,,0.04931818181818182,0.3,9
1178,BMW,10800000,20000,Petrol,Automatic,Chandigarh,Red,First,Individual,2998.0,AWD,4935.0,2004.0,1696.0,5.0,83.0,0.060909090909090906,0.3,1
1179,Maruti Suzuki,1190000,47248,Petrol,Automatic,Jaipur,Blue,First,Individual,1462.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,0.017166666666666667,0.031363636363636364,2
1180,Tata,795000,9000,Petrol,Automatic,Pune,Brown,First,Individual,1199.0,FWD,3993.0,1677.0,1532.0,5.0,35.0,0.014,0.03424242424242424,1
1181,Hyundai,459999,78000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,9
1182,Audi,3400000,51000,Diesel,Automatic,Hyderabad,Red,First,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,0.05,0.22857142857142856,4
1183,Hyundai,1050000,34841,Petrol,Manual,Hyderabad,White,First,Individual,1591.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,0.0190625,0.0311340206185567,4
1184,Hyundai,385000,46000,Petrol,Manual,Hyderabad,Maroon,First,Individual,1197.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,0.013833333333333333,0.199,8
1185,Honda,585000,61000,Diesel,Manual,Ranchi,Grey,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.0275,0.11428571428571428,7
1186,Audi,1650000,55000,Diesel,Automatic,Mumbai,White,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.040285714285714286,0.18285714285714286,8
1187,Maruti Suzuki,625000,58736,Petrol,Manual,Kollam,Blue,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.013833333333333333,0.02875,2
1188,Maruti Suzuki,910000,34000,Petrol,Manual,Delhi,Blue,First,Individual,1462.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.017166666666666667,0.031363636363636364,3
1189,Mahindra,1275000,47000,Diesel,Manual,Ranchi,White,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.0408,0.2057142857142857,4
1190,Hyundai,585000,47000,Petrol,Manual,Delhi,Grey,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.013666666666666667,0.02875,5
1191,Mahindra,1035000,79000,Diesel,Manual,Mysore,Other,First,Individual,2498.0,AWD,3920.0,1710.0,1930.0,7.0,60.0,,,5
1192,Hyundai,1075000,12020,Petrol,Automatic,Mumbai,White,First,Individual,1197.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,0.0145,0.07666666666666666,1
1193,Hyundai,1650000,7000,Diesel,Manual,Ahmedabad,White,First,Individual,1493.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,0.02825,0.16666666666666666,2
1194,Audi,1575000,15000,Diesel,Automatic,Delhi,Red,First,Individual,1968.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,0.03357142857142857,0.18285714285714286,8
1195,BMW,1950000,82000,Diesel,Automatic,Chandigarh,White,Second,Individual,1995.0,AWD,4648.0,1881.0,1661.0,5.0,67.0,0.046,0.21714285714285714,8
1196,BMW,6390000,6000,Diesel,Automatic,Mumbai,Grey,First,Individual,1995.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,0.047,0.22857142857142856,0
1197,Hyundai,1080000,68000,Diesel,Manual,Bhopal,White,First,Individual,1396.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.02225,0.14933333333333335,3
1198,Audi,5500000,24000,Diesel,Automatic,Gurgaon,White,First,Individual,2967.0,AWD,5052.0,1968.0,1740.0,7.0,75.0,0.08419243986254296,0.4,5
1199,Hyundai,1080000,56000,Diesel,Manual,Jalandhar,Blue,First,Individual,1493.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,0.02475,0.16,2
1200,Mahindra,800000,25000,Diesel,Manual,Mumbai,Grey,First,Other,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.0368,0.20625,7
1201,Datsun,335000,34000,Petrol,Manual,Lucknow,Brown,First,Individual,1198.0,FWD,3995.0,1635.0,1490.0,7.0,35.0,0.0134,0.026,5
1202,Hyundai,1185000,10700,Petrol,Manual,Jaipur,White,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,0.019666666666666666,0.11466666666666667,1
1203,Hyundai,894999,25000,Petrol,Automatic,Mumbai,White,First,Individual,1197.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,0.0145,0.07666666666666666,1
1204,Honda,650000,54000,Petrol,Automatic,Varanasi,White,Second,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.014833333333333334,0.022916666666666665,3
1205,Hyundai,550000,75000,Diesel,Manual,Bangalore,Maroon,First,Individual,1396.0,,3940.0,1710.0,1505.0,5.0,45.0,,,8
1206,Maruti Suzuki,550000,88000,Diesel,Manual,Kanpur,Blue,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.0185,0.095,6
1207,Audi,1650000,139000,Diesel,Automatic,Jaipur,White,Second,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.041428571428571426,0.21714285714285714,6
1208,Skoda,1600000,1300,Petrol,Manual,Mumbai,Red,First,Individual,999.0,FWD,4225.0,1760.0,1612.0,5.0,50.0,0.0228,0.10171428571428572,0
1209,Hyundai,1175000,20000,Petrol,Manual,Delhi,Black,First,Individual,1591.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,0.019206349206349206,0.03761904761904762,3
1210,Mitsubishi,1995000,122000,Diesel,Automatic,Kota,Silver,First,Individual,2477.0,RWD,4695.0,1815.0,1840.0,7.0,70.0,0.044,0.19444444444444445,4
1211,Hyundai,575000,38000,Diesel,Manual,Patna,Silver,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.02225,0.14666666666666667,6
1212,MG,1975000,18500,Diesel,Manual,Hyderabad,Red,First,Individual,1956.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,0.045066666666666665,0.2,1
1213,Hyundai,1625000,27800,Diesel,Manual,Gurgaon,White,First,Individual,1493.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,0.02825,0.16666666666666666,0
1214,Maruti Suzuki,695000,46027,Petrol,Manual,Hyderabad,Blue,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.013833333333333333,0.02875,3
1215,Toyota,875000,23148,Petrol,Automatic,Bangalore,Red,First,Individual,1496.0,FWD,4425.0,1730.0,1495.0,5.0,42.0,0.017666666666666667,0.03333333333333333,4
1216,Skoda,1495000,28000,Petrol,Automatic,Mumbai,Grey,First,Individual,1798.0,FWD,4670.0,1814.0,1476.0,5.0,50.0,0.03470588235294118,0.2,5
1217,Maruti Suzuki,725000,11874,Petrol,Automatic,Pune,White,First,Individual,1197.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,0.013666666666666667,0.026904761904761904,3
1218,Hyundai,875000,50000,Petrol,Manual,Mumbai,Silver,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0190625,0.03175257731958763,5
1219,BMW,2250000,88000,Diesel,Automatic,Bangalore,Black,Third,Individual,1995.0,RWD,4899.0,2094.0,1464.0,5.0,,0.046,0.21714285714285714,8
1220,Ford,2350000,75000,Diesel,Automatic,Mohali,White,Second,Individual,2198.0,RWD,4892.0,1860.0,1837.0,7.0,80.0,0.049375,0.240625,6
1221,BMW,2690000,15500,Diesel,Automatic,Delhi,Blue,First,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,0.047,0.22857142857142856,3
1222,Maruti Suzuki,695000,82445,Diesel,Manual,Hyderabad,Grey,Second,Individual,1248.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.02225,0.11428571428571428,6
1223,Honda,600000,75574,Petrol,Manual,Jaipur,Other,Second,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,8
1224,Maruti Suzuki,375000,64000,Other,Manual,Mumbai,Silver,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.00935483870967742,0.022,7
1225,Hyundai,315000,75000,Petrol,Manual,Pune,White,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.013166666666666667,1.90475,10
1226,Ford,775000,14095,Petrol,Manual,Delhi,White,First,Individual,1499.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,0.0173015873015873,0.031818181818181815,3
1227,Audi,3075000,17000,Diesel,Automatic,Delhi,White,First,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,0.05,0.22857142857142856,5
1228,Renault,415000,70000,Diesel,Manual,Delhi,White,First,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,0.027692307692307693,0.11022222222222222,8
1229,Maruti Suzuki,765000,68000,Diesel,Manual,Delhi,Grey,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,0.02225,0.11428571428571428,5
1230,Maruti Suzuki,520000,40000,Petrol,Manual,Patna,Grey,Second,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.013833333333333333,0.02875,4
1231,Jaguar,3900000,39000,Diesel,Automatic,Delhi,Black,First,Individual,2993.0,RWD,5252.0,1899.0,1457.0,5.0,83.0,0.06775,0.3,7
1232,Hyundai,850000,72000,Diesel,Manual,Ahmedabad,Red,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,6
1233,Maruti Suzuki,969999,39000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,0.02225,0.11428571428571428,6
1234,Maruti Suzuki,575000,62000,Diesel,Manual,Ludhiana,Blue,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.0185,0.095,6
1235,Ford,3900000,41086,Diesel,Automatic,Pune,White,Second,Individual,1996.0,AWD,4903.0,1869.0,1837.0,7.0,80.0,0.048,0.21,1
1236,BMW,1395000,65000,Diesel,Automatic,Kolkata,Black,Second,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,0.047,0.22857142857142856,9
1237,Skoda,1625000,7900,Petrol,Automatic,Pune,Silver,First,Individual,999.0,FWD,4225.0,1760.0,1612.0,5.0,50.0,0.0228,0.10171428571428572,1
1238,Kia,1499000,22000,Diesel,Automatic,Mumbai,Red,First,Individual,1493.0,FWD,3995.0,1790.0,1647.0,5.0,45.0,0.02825,0.16666666666666666,1
1239,Volkswagen,2050000,73000,Diesel,Automatic,Coimbatore,White,Second,Individual,1968.0,AWD,4486.0,1839.0,1672.0,5.0,71.0,0.03525,0.19428571428571428,4
1240,Skoda,1300000,55000,Petrol,Automatic,Hyderabad,Grey,Second,Individual,1798.0,FWD,4670.0,1814.0,1476.0,5.0,50.0,0.03470588235294118,0.2,6
1241,Skoda,3199000,6900,Diesel,Automatic,Delhi,Grey,First,Individual,1968.0,FWD,4861.0,1864.0,1483.0,5.0,66.0,0.04833333333333333,0.23333333333333334,3
1242,Maruti Suzuki,450000,65000,Petrol,Manual,Kanpur,Grey,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.013833333333333333,0.02875,5
1243,Honda,675000,48000,Diesel,Manual,Mumbai,White,First,Individual,1498.0,FWD,4386.0,1683.0,1603.0,7.0,42.0,0.0275,0.11428571428571428,7
1244,Maruti Suzuki,280000,48000,Petrol,Manual,Kanpur,Silver,Second,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.007833333333333333,0.019714285714285715,4
1245,Maruti Suzuki,425000,18000,Petrol,Manual,Delhi,Grey,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.010806451612903226,0.025714285714285714,4
1246,Rolls-Royce,20000000,27000,Petrol,Automatic,Delhi,Blue,Third,Individual,6592.0,RWD,5569.0,1948.0,1550.0,5.0,82.5,0.10857142857142857,0.52,11
1247,Mercedes-Benz,1250000,78000,Diesel,Automatic,Mohali,White,First,Individual,2143.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,0.04047619047619048,0.14285714285714285,10
1248,Hyundai,1175000,87938,Diesel,Automatic,Bangalore,White,Second,Individual,2199.0,AWD,4690.0,1880.0,1690.0,7.0,64.0,0.05105263157894737,0.2427777777777778,8
1249,Hyundai,545000,43000,Other,Manual,Mumbai,Silver,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,60.0,0.010545454545454545,0.018666666666666668,3
1250,Mercedes-Benz,495000,95200,Diesel,Automatic,Mumbai,Grey,First,Other,2148.0,RWD,4581.0,1770.0,1447.0,5.0,66.0,,,14
1251,Maruti Suzuki,500000,26000,Petrol,Manual,Delhi,White,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.013833333333333333,0.02875,6
1252,Maruti Suzuki,390000,70000,Petrol,Automatic,Ahmedabad,White,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,0.011166666666666667,0.025714285714285714,7
1253,Maruti Suzuki,575000,31000,Other,Manual,Delhi,Grey,First,Individual,998.0,FWD,3655.0,1620.0,1675.0,5.0,60.0,0.010545454545454545,0.022285714285714287,3
1254,BMW,2100000,103000,Diesel,Automatic,Lucknow,Black,Second,Individual,1995.0,RWD,4624.0,2031.0,1429.0,5.0,,0.046,0.21714285714285714,8
1255,Hyundai,250000,54556,Petrol,Manual,Lucknow,White,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.013166666666666667,1.90475,10
1256,Maruti Suzuki,685000,74000,Petrol,Manual,Pune,Blue,First,Individual,1197.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,0.014833333333333334,0.02568181818181818,3
1257,Renault,320000,64000,Petrol,Manual,Mohali,Silver,First,Individual,799.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.009334272631208172,0.016415868673050615,6
1258,Maruti Suzuki,620000,85000,Diesel,Manual,Karnal,White,Second,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,0.031466666666666664,0.18285714285714286,6
1259,Maruti Suzuki,600000,54000,Petrol,Manual,Mohali,White,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.013833333333333333,0.02875,4
1260,Jeep,1750000,57000,Petrol,Automatic,Hyderabad,Silver,First,Individual,1368.0,FWD,4395.0,1818.0,1640.0,5.0,60.0,0.02909090909090909,0.1,3
1261,Land Rover,4950000,38000,Diesel,Automatic,Thane,White,First,Individual,1999.0,AWD,4600.0,2173.0,1690.0,7.0,65.0,0.04425,0.24571428571428572,4
1262,Hyundai,1015000,68566,Diesel,Automatic,Ahmedabad,White,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,7
1263,Toyota,390000,68195,Petrol,Manual,Ahmedabad,White,First,Individual,1794.0,FWD,4540.0,1760.0,1480.0,5.0,55.0,,,13
1264,Maruti Suzuki,755000,57000,Petrol,Manual,Delhi,White,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.015166666666666667,0.0325,5
1265,Hyundai,1825000,45000,Petrol,Automatic,Delhi,White,First,Individual,1353.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,0.023,0.16133333333333333,1
1266,Maruti Suzuki,416000,60116,Petrol,Automatic,Bangalore,Grey,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,0.011166666666666667,0.025714285714285714,8
1267,Maruti Suzuki,325000,82202,Diesel,Manual,Jalandhar,White,Second,Individual,1248.0,FWD,4160.0,1690.0,1530.0,5.0,43.0,,,12
1268,Maruti Suzuki,218000,51000,Petrol,Manual,Coimbatore,Other,Second,Individual,1061.0,FWD,3520.0,1475.0,1690.0,5.0,35.0,,,14
1269,Mercedes-Benz,2800000,24000,Diesel,Automatic,Mumbai,Red,First,Individual,2143.0,FWD,4630.0,1777.0,1432.0,5.0,,0.03722222222222222,0.1875,4
1270,Maruti Suzuki,650000,86000,Diesel,Manual,Lucknow,White,First,Individual,1248.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.02225,0.11428571428571428,5
1271,Honda,790000,41000,Diesel,Manual,Raipur,Silver,First,Individual,1498.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,0.0275,0.11428571428571428,4
1272,Honda,540000,76000,Diesel,Manual,Agra,Red,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.0275,0.11428571428571428,7
1273,Maruti Suzuki,375000,120000,Diesel,Manual,Hyderabad,Silver,First,Individual,1248.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.0185,0.095,11
1274,BMW,3990000,12500,Petrol,Automatic,Delhi,White,First,Individual,1998.0,FWD,4447.0,1821.0,1598.0,5.0,51.0,0.0378,0.2074074074074074,1
1275,Porsche,10900000,6300,Petrol,Automatic,Hyderabad,Grey,First,Other,1988.0,RWD,4379.0,1801.0,1281.0,2.0,54.0,0.045384615384615384,0.17674418604651163,4
1276,Maruti Suzuki,245000,114000,Petrol,Manual,Mumbai,Other,First,Individual,1298.0,FWD,4160.0,1690.0,1530.0,5.0,43.0,,,13
1277,Maruti Suzuki,260000,25862,Petrol,Manual,Kolkata,Blue,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,0.011166666666666667,0.025714285714285714,7
1278,Skoda,3200000,35000,Diesel,Automatic,Pune,White,First,Individual,,,4697.0,1882.0,1665.0,7.0,63.0,,,4
1279,Ford,240000,72000,Diesel,Manual,Hyderabad,White,First,Individual,1399.0,FWD,3795.0,1680.0,1427.0,5.0,45.0,,,12
1280,Hyundai,800000,90000,Diesel,Manual,Lucknow,Silver,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,7
1281,Honda,745000,38000,Petrol,Manual,Gurgaon,Silver,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,6
1282,Mercedes-Benz,7390000,7000,Diesel,Automatic,Mumbai,Grey,First,Individual,1950.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,0.05052631578947368,0.25,1
1283,BMW,5900000,83985,Diesel,Automatic,Pune,White,Second,Individual,2993.0,AWD,4886.0,1938.0,1762.0,5.0,,0.0645,0.37333333333333335,5
1284,Honda,675000,74237,Petrol,Manual,Nashik,White,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.014833333333333334,0.022916666666666665,3
1285,BMW,2650000,53000,Diesel,Automatic,Delhi,Blue,Second,Individual,1995.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,0.046,0.2,4
1286,Maruti Suzuki,340000,52303,Petrol,Manual,Bhopal,Grey,First,Other,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.007833333333333333,0.019714285714285715,6
1287,Maruti Suzuki,620000,42356,Petrol,Manual,Varanasi,Red,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.013833333333333333,0.02875,3
1288,Maruti Suzuki,297000,84000,Diesel,Manual,Delhi,White,First,Individual,1248.0,FWD,4490.0,1735.0,1560.0,5.0,50.0,0.02225,0.11428571428571428,9
1289,Toyota,500000,114000,Diesel,Manual,Ambala Cantt,Grey,First,Individual,1364.0,FWD,3775.0,1695.0,1510.0,5.0,45.0,0.017631578947368422,0.09444444444444444,6
1290,Hyundai,1149000,26894,Petrol,Automatic,Hyderabad,Black,First,Individual,1591.0,FWD,4440.0,1729.0,1475.0,5.0,45.0,0.01890625,0.0311340206185567,3
1291,Mercedes-Benz,2650000,70000,Diesel,Automatic,Pune,Brown,Second,Individual,2143.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.056,0.2857142857142857,5
1292,Toyota,1375000,98352,Diesel,Manual,Patna,White,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,0.04694444444444444,0.245,10
1293,Hyundai,235000,107000,Petrol,Manual,Coimbatore,Grey,Third,Individual,1086.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,,,13
1294,BMW,2280000,68000,Diesel,Automatic,Pune,Blue,First,Individual,1995.0,RWD,4899.0,2094.0,1464.0,5.0,,0.04931818181818182,0.3,8
1295,Toyota,3090000,52000,Diesel,Automatic,Mumbai,White,First,Individual,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,0.051176470588235295,0.28125,5
1296,Lexus,4375000,31059,Petrol,Automatic,Bangalore,Brown,First,Individual,2494.0,RWD,4915.0,1820.0,1450.0,5.0,65.0,0.03543859649122807,0.04733333333333333,5
1297,Maruti Suzuki,749000,114000,Diesel,Manual,Faridabad,Grey,First,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,0.031466666666666664,0.18285714285714286,5
1298,BMW,4800000,35000,Diesel,Automatic,Delhi,Black,First,Individual,2993.0,AWD,4886.0,1938.0,1762.0,7.0,,0.0645,0.37333333333333335,5
1299,Mahindra,785000,44000,Diesel,Manual,Mumbai,White,First,Individual,1493.0,RWD,3995.0,1835.0,1839.0,7.0,60.0,0.02666666666666667,0.15,5
1300,Hyundai,750000,72000,Diesel,Manual,Chennai,Maroon,First,Individual,1396.0,FWD,3995.0,1760.0,1555.0,5.0,45.0,0.02225,0.14666666666666667,5
1301,Mercedes-Benz,4150000,8000,Diesel,Automatic,Delhi,Blue,First,Individual,1950.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.05052631578947368,0.25,3
1302,Maruti Suzuki,320000,54000,Petrol,Manual,Mohali,White,First,Individual,998.0,FWD,3620.0,1475.0,1460.0,5.0,35.0,0.010806451612903226,0.025714285714285714,8
1303,Mercedes-Benz,1750000,99000,Diesel,Automatic,Chennai,White,Second,Individual,2143.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,0.03722222222222222,0.1875,7
1304,Mahindra,944999,88000,Diesel,Manual,Hyderabad,White,First,Individual,1493.0,RWD,3995.0,1795.0,1817.0,7.0,60.0,0.02666666666666667,0.15,3
1305,Land Rover,27500000,11000,Diesel,Automatic,Hyderabad,White,Second,Individual,2993.0,AWD,5199.0,2220.0,1840.0,4.0,105.0,0.061,0.3,2
1306,Ford,4100000,19000,Diesel,Automatic,Hyderabad,White,First,Individual,1996.0,AWD,4903.0,1869.0,1837.0,7.0,80.0,0.048,0.21,1
1307,MG,1750000,33000,Petrol,Automatic,Ahmedabad,Black,First,Individual,1451.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,0.0282,0.15625,1
1308,Maruti Suzuki,811000,44153,Diesel,Manual,Patna,White,First,Individual,1248.0,FWD,4395.0,1735.0,1690.0,7.0,45.0,0.02225,0.11428571428571428,4
1309,Land Rover,6900000,32368,Diesel,Automatic,Chennai,White,First,Individual,2179.0,AWD,4600.0,2069.0,1724.0,7.0,65.0,0.053714285714285714,0.24,2
1310,Hyundai,725000,42000,Diesel,Manual,Ludhiana,White,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,6
1311,Jaguar,4600000,56000,Diesel,Automatic,Chennai,Blue,First,Individual,1999.0,RWD,5067.0,2091.0,1457.0,5.0,66.0,0.04425,0.24571428571428572,2
1312,Tata,1485000,10000,Other,Automatic,Mumbai,Blue,First,Individual,,FWD,3993.0,1811.0,1606.0,5.0,,,,2
1313,Land Rover,19300000,63000,Diesel,Automatic,Bangalore,Black,First,Individual,2993.0,AWD,4999.0,2220.0,1835.0,5.0,105.0,0.061,0.3,3
1314,Hyundai,650000,49422,Petrol,Automatic,Pune,Silver,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,5
1315,MG,1925000,19000,Petrol,Automatic,Mumbai,Silver,First,Other,1451.0,FWD,4720.0,1835.0,1760.0,6.0,60.0,0.0282,0.15625,1
